,user,project_name,namespace,url
2244,holoviz,spatialpandas,spatialpandas/tests/geometry/strategies.py,https://github.com/holoviz/spatialpandas
1185,holoviz,spatialpandas,spatialpandas/tests/geometry/test_cx.py,https://github.com/holoviz/spatialpandas
615,holoviz,spatialpandas,spatialpandas/tests/geometry/intersection/test_point_intersection.py,https://github.com/holoviz/spatialpandas
1271,holoviz,spatialpandas,spatialpandas/tests/geometry/test_to_geopandas.py,https://github.com/holoviz/spatialpandas
1295,holoviz,spatialpandas,spatialpandas/tests/geometry/algorithms/test_measures.py,https://github.com/holoviz/spatialpandas
1357,holoviz,spatialpandas,spatialpandas/tests/test_parquet.py,https://github.com/holoviz/spatialpandas
1046,holoviz,spatialpandas,spatialpandas/tests/tools/test_sjoin.py,https://github.com/holoviz/spatialpandas
863,holoviz,spatialpandas,spatialpandas/tests/spatialindex/test_rtree.py,https://github.com/holoviz/spatialpandas
986,holoviz,spatialpandas,spatialpandas/tests/geometry/algorithms/test_intersection.py,https://github.com/holoviz/spatialpandas
1388,holoviz,spatialpandas,spatialpandas/tests/geometry/algorithms/test_orientation.py,https://github.com/holoviz/spatialpandas
968,holoviz,spatialpandas,spatialpandas/tests/spatialindex/test_hilbert_curve.py,https://github.com/holoviz/spatialpandas
1061,holzschu,Carnets,Library/lib/python3.7/site-packages/pandas-0.24.2-py3.7-macosx-10.9-x86_64.egg/pandas/conftest.py,https://github.com/holzschu/Carnets
1349,holzschu,python3_ios,extraPackages/pandas-0.24.2/pandas/util/_tester.py,https://github.com/holzschu/python3_ios
16,holzschu,python3_ios,extraPackages/pandas-0.24.2/pandas/conftest.py,https://github.com/holzschu/python3_ios
746,holzschu,python3_ios,extraPackages/pandas-0.24.2/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/holzschu/python3_ios
742,holzschu,python3_ios,extraPackages/quandl_requirements/cryptography-2.7/tests/hypothesis/test_padding.py,https://github.com/holzschu/python3_ios
1198,holzschu,Carnets,Library/lib/python3.7/site-packages/pandas-0.24.2-py3.7-macosx-10.9-x86_64.egg/pandas/util/_tester.py,https://github.com/holzschu/Carnets
511,holzschu,python3_ios,extraPackages/pandas-0.24.2/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/holzschu/python3_ios
1011,holzschu,python3_ios,extraPackages/quandl_requirements/cryptography-2.7/tests/hypothesis/test_fernet.py,https://github.com/holzschu/python3_ios
1838,hwayne,tlacli,tests/test_cfg.py,https://github.com/hwayne/tlacli
1925,hynek,argon2-cffi,tests/test_utils.py,https://github.com/hynek/argon2-cffi
934,hynek,argon2-cffi,tests/test_legacy.py,https://github.com/hynek/argon2-cffi
1041,hynek,argon2-cffi,tests/test_low_level.py,https://github.com/hynek/argon2-cffi
435,hypothesis,h,tests/h/security_test.py,https://github.com/hypothesis/h
94,hypothesis,h,tests/h/search/parser_test.py,https://github.com/hypothesis/h
111,hypothesis,h,tests/h/util/redirects_test.py,https://github.com/hypothesis/h
1365,icon-project,icon-service,tests/legacy_unittest/icon_score/test_bloom.py,https://github.com/icon-project/icon-service
581,ics-py,ics-py,tests/contentline/__init__.py,https://github.com/ics-py/ics-py
2217,ics-py,ics-py,tests/valuetype/text.py,https://github.com/ics-py/ics-py
401,icsi-berkeley,ecg_framenet,src/hypothesize_constructions.py,https://github.com/icsi-berkeley/ecg_framenet
1356,incuna,django-orderable,orderable/tests/test_models.py,https://github.com/incuna/django-orderable
1976,infobyte,faraday,tests/test_api_license.py,https://github.com/infobyte/faraday
2002,infobyte,faraday,tests/test_api_hosts.py,https://github.com/infobyte/faraday
1612,infobyte,faraday,tests/test_api_vulnerability.py,https://github.com/infobyte/faraday
2013,ingolemo,python-lenses,tests/test_hooks.py,https://github.com/ingolemo/python-lenses
214,ingolemo,python-lenses,tests/test_typeclass_laws.py,https://github.com/ingolemo/python-lenses
2125,intel,intel-extension-for-pytorch,tests/cpu/test_sparse.py,https://github.com/intel/intel-extension-for-pytorch
1327,intel,intel-extension-for-pytorch,tests/cpu/common_utils.py,https://github.com/intel/intel-extension-for-pytorch
1028,itamarst,eliot,eliot/tests/test_action.py,https://github.com/itamarst/eliot
2272,itamarst,eliot,eliot/tests/test_parse.py,https://github.com/itamarst/eliot
99,itamarst,eliot,eliot/tests/__init__.py,https://github.com/itamarst/eliot
1897,itamarst,eliot,eliot/tests/strategies.py,https://github.com/itamarst/eliot
1815,jab,bidict,tests/conftest.py,https://github.com/jab/bidict
1160,jab,bidict,tests/properties/_strategies.py,https://github.com/jab/bidict
1146,jab,bidict,tests/properties/test_properties.py,https://github.com/jab/bidict
450,jamesls,fakeredis,test/test_hypothesis.py,https://github.com/jamesls/fakeredis
1384,janfreyberg,superintendent,tests/distributed/test_dist_queueing.py,https://github.com/janfreyberg/superintendent
413,janfreyberg,superintendent,tests/conftest.py,https://github.com/janfreyberg/superintendent
344,janfreyberg,superintendent,tests/controls/test_dropdownbutton.py,https://github.com/janfreyberg/superintendent
1222,janfreyberg,superintendent,tests/test_feature_conversion.py,https://github.com/janfreyberg/superintendent
336,janfreyberg,superintendent,tests/distributed/test_serialisation.py,https://github.com/janfreyberg/superintendent
1322,janfreyberg,superintendent,tests/controls/test_submitter.py,https://github.com/janfreyberg/superintendent
2261,janfreyberg,superintendent,tests/controls/test_togglebuttongroup.py,https://github.com/janfreyberg/superintendent
1206,janfreyberg,superintendent,tests/controls/test_hintedmultiselect.py,https://github.com/janfreyberg/superintendent
514,janfreyberg,superintendent,tests/test_simple_labelling_queue.py,https://github.com/janfreyberg/superintendent
1419,janfreyberg,superintendent,tests/controls/test_multiclasssubmitter.py,https://github.com/janfreyberg/superintendent
1858,janfreyberg,superintendent,tests/controls/test_buttongroup.py,https://github.com/janfreyberg/superintendent
1382,jarun,buku,tests/test_bukuDb.py,https://github.com/jarun/buku
966,jdukes,hackercodecs,tests/test_hackercodecs.py,https://github.com/jdukes/hackercodecs
2169,jemisjoky,TorchMPS,torchmps/tests/test_prob_mps.py,https://github.com/jemisjoky/TorchMPS
1385,jemisjoky,TorchMPS,torchmps/tests/test_utils2.py,https://github.com/jemisjoky/TorchMPS
91,jemisjoky,TorchMPS,torchmps/tests/test_mps_base.py,https://github.com/jemisjoky/TorchMPS
432,jgagneastro,coffeegrindsize,App/dist/coffeegrindsize.app/Contents/Resources/lib/python3.7/pandas/util/_tester.py,https://github.com/jgagneastro/coffeegrindsize
1690,jgagneastro,coffeegrindsize,App/dist/coffeegrindsize.app/Contents/Resources/lib/python3.7/pandas/conftest.py,https://github.com/jgagneastro/coffeegrindsize
1467,jgagneastro,coffeegrindsize,App/dist/coffeegrindsize.app/Contents/Resources/lib/python3.7/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/jgagneastro/coffeegrindsize
1521,jgagneastro,coffeegrindsize,App/dist/coffeegrindsize.app/Contents/Resources/lib/python3.7/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/jgagneastro/coffeegrindsize
2045,jmespath,jmespath.py,extra/test_hypothesis.py,https://github.com/jmespath/jmespath.py
1138,jni,skan,skan/test/test_pre.py,https://github.com/jni/skan
488,johnolafenwa,DeepStack,windows_packages_gpu/numpy/core/tests/test_numeric.py,https://github.com/johnolafenwa/DeepStack
1718,johnolafenwa,DeepStack,windows_packages_cpu/torch/testing/_internal/common_utils.py,https://github.com/johnolafenwa/DeepStack
749,johnolafenwa,DeepStack,windows_packages_cpu/torch/testing/_internal/hypothesis_utils.py,https://github.com/johnolafenwa/DeepStack
640,johnolafenwa,DeepStack,windows_packages_cpu/numpy/core/tests/test_arrayprint.py,https://github.com/johnolafenwa/DeepStack
1935,johnolafenwa,DeepStack,windows_packages_cpu/numpy/conftest.py,https://github.com/johnolafenwa/DeepStack
1452,johnolafenwa,DeepStack,windows_packages_cpu/numpy/_pytesttester.py,https://github.com/johnolafenwa/DeepStack
1613,johnolafenwa,DeepStack,windows_packages_gpu/numpy/core/tests/test_arrayprint.py,https://github.com/johnolafenwa/DeepStack
1430,johnolafenwa,DeepStack,windows_packages_gpu/numpy/_pytesttester.py,https://github.com/johnolafenwa/DeepStack
328,johnolafenwa,DeepStack,windows_packages_gpu/numpy/conftest.py,https://github.com/johnolafenwa/DeepStack
1124,johnolafenwa,DeepStack,windows_packages_gpu/torch/testing/_internal/hypothesis_utils.py,https://github.com/johnolafenwa/DeepStack
1012,johnolafenwa,DeepStack,windows_packages_gpu/torch/testing/_internal/common_utils.py,https://github.com/johnolafenwa/DeepStack
1190,johnolafenwa,DeepStack,windows_packages_cpu/numpy/core/tests/test_numeric.py,https://github.com/johnolafenwa/DeepStack
877,jspahrsummers,adt,tests/test_list.py,https://github.com/jspahrsummers/adt
404,jspahrsummers,adt,tests/test_maybe.py,https://github.com/jspahrsummers/adt
1399,jspahrsummers,adt,tests/helpers.py,https://github.com/jspahrsummers/adt
385,jspahrsummers,adt,tests/test_either.py,https://github.com/jspahrsummers/adt
527,judell,h_notify,h_notify.py,https://github.com/judell/h_notify
354,justinbois,dc_stat_think,tests/test_dc_stat_think.py,https://github.com/justinbois/dc_stat_think
856,jutanke,mv3dpose,mv3dpose/baseline.py,https://github.com/jutanke/mv3dpose
1224,karlicoss,promnesia,tests/server_test.py,https://github.com/karlicoss/promnesia
2221,karlicoss,promnesia,src/promnesia/sources/hypothesis.py,https://github.com/karlicoss/promnesia
1923,karlicoss,HPI,tests/hypothesis.py,https://github.com/karlicoss/HPI
1117,karlicoss,orger,modules/hyp2org.py,https://github.com/karlicoss/orger
126,karlicoss,promnesia,tests/end2end_test.py,https://github.com/karlicoss/promnesia
2165,karlicoss,promnesia,doc/config.py,https://github.com/karlicoss/promnesia
388,karlicoss,HPI,my/hypothesis.py,https://github.com/karlicoss/HPI
298,karlicoss,orger,modules/hypothesis.py,https://github.com/karlicoss/orger
2115,kensho-technologies,pyctcdecode,pyctcdecode/tests/test_decoder.py,https://github.com/kensho-technologies/pyctcdecode
1165,kensho-technologies,pyctcdecode,pyctcdecode/tests/test_language_model.py,https://github.com/kensho-technologies/pyctcdecode
20,knowsuchagency,orkestra,tests/unit/test_map_job.py,https://github.com/knowsuchagency/orkestra
736,kragen,dumpulse,test.py,https://github.com/kragen/dumpulse
150,kragniz,python-etcd3,tests/test_etcd3.py,https://github.com/kragniz/python-etcd3
1428,leapfrogonline,ansible-merge-vars,tests/property/test_merge_vars_properties.py,https://github.com/leapfrogonline/ansible-merge-vars
427,lemon24,reader,tests/test_fuzz.py,https://github.com/lemon24/reader
1584,lenskit,lkpy,tests/test_math_solve.py,https://github.com/lenskit/lkpy
1588,lenskit,lkpy,tests/test_als_implicit.py,https://github.com/lenskit/lkpy
1948,lenskit,lkpy,tests/test_util_accum.py,https://github.com/lenskit/lkpy
1178,lensvol,pybetter,tests/test_no_crashes.py,https://github.com/lensvol/pybetter
42,lhotse-speech,lhotse,test/dataset/test_speech_recognition_dataset_randomized.py,https://github.com/lhotse-speech/lhotse
852,lhotse-speech,lhotse,test/cut/test_invariants_randomized.py,https://github.com/lhotse-speech/lhotse
1574,lhotse-speech,lhotse,test/augmentation/test_torchaudio.py,https://github.com/lhotse-speech/lhotse
1120,lhotse-speech,lhotse,test/test_resample_randomized.py,https://github.com/lhotse-speech/lhotse
1194,lidatong,dataclasses-json,tests/hypothesis2/core.py,https://github.com/lidatong/dataclasses-json
687,lidatong,dataclasses-json,tests/hypothesis2/__init__.py,https://github.com/lidatong/dataclasses-json
23,lidatong,dataclasses-json,tests/test_invariants.py,https://github.com/lidatong/dataclasses-json
833,lidatong,dataclasses-json,tests/hypothesis2/strategies.py,https://github.com/lidatong/dataclasses-json
2249,life4,deal,tests/test_testing.py,https://github.com/life4/deal
208,life4,textdistance,tests/test_external.py,https://github.com/life4/textdistance
425,life4,deal,deal/_testing.py,https://github.com/life4/deal
717,life4,textdistance,tests/test_compression/test_common.py,https://github.com/life4/textdistance
43,life4,textdistance,tests/test_common.py,https://github.com/life4/textdistance
1653,life4,textdistance,tests/test_compression/test_entropy_ncd.py,https://github.com/life4/textdistance
1953,life4,textdistance,tests/test_compression/test_sqrt_ncd.py,https://github.com/life4/textdistance
1683,life4,textdistance,tests/test_token/test_jaccard.py,https://github.com/life4/textdistance
2001,life4,deal,examples/using_hypothesis.py,https://github.com/life4/deal
1702,life4,textdistance,tests/test_token/test_sorensen.py,https://github.com/life4/textdistance
1825,liiight,notifiers,tests/test_json_schema.py,https://github.com/liiight/notifiers
1583,loli,medpy,tests/metric_/histogram.py,https://github.com/loli/medpy
337,lordmauve,chopsticks,tests/test_pencode.py,https://github.com/lordmauve/chopsticks
1542,loris-imageserver,loris,tests/jp2_extractor_t.py,https://github.com/loris-imageserver/loris
310,loris-imageserver,loris,tests/parameters_t.py,https://github.com/loris-imageserver/loris
2191,loris-imageserver,loris,tests/identifiers_t.py,https://github.com/loris-imageserver/loris
761,lubieowoce,sumtype,sumtype/tests/property_tests.py,https://github.com/lubieowoce/sumtype
1446,lukew3,mathgenerator,tests/test_mathgen.py,https://github.com/lukew3/mathgenerator
58,luoliyan,chinese-support-redux,tests/test_color.py,https://github.com/luoliyan/chinese-support-redux
515,maas,maas,src/maasserver/utils/tests/test_keys.py,https://github.com/maas/maas
741,maas,maas,src/provisioningserver/utils/tests/test_text.py,https://github.com/maas/maas
372,maas,maas,src/provisioningserver/utils/tests/test_backoff.py,https://github.com/maas/maas
1114,maas,maas,src/provisioningserver/drivers/power/tests/test_wedge.py,https://github.com/maas/maas
1189,maas,maas,src/provisioningserver/drivers/power/tests/test_mscm.py,https://github.com/maas/maas
2219,maas,maas,src/provisioningserver/utils/tests/test_znums.py,https://github.com/maas/maas
406,maas,maas,src/provisioningserver/drivers/power/tests/test_msftocs.py,https://github.com/maas/maas
967,maas,maas,src/provisioningserver/drivers/power/tests/test_hmc.py,https://github.com/maas/maas
925,maas,maas,src/maasserver/models/tests/test_subnet.py,https://github.com/maas/maas
1514,machinable-org,machinable,tests/test_utils.py,https://github.com/machinable-org/machinable
1324,machow,siuba,siuba/tests/test_dply_vector.py,https://github.com/machow/siuba
950,man-group,notebooker,tests/unit/test_handle_overrides.py,https://github.com/man-group/notebooker
979,mancellin,capytaine,pytest/test_bem_green_functions.py,https://github.com/mancellin/capytaine
1774,mangaki,mangaki,mangaki/mangaki/tests/test_mal.py,https://github.com/mangaki/mangaki
1998,mantl,terraform.py,tests/fixtures/hypothesis_state.py,https://github.com/mantl/terraform.py
1650,mapbox,rio-pansharpen,tests/test_property_based.py,https://github.com/mapbox/rio-pansharpen
818,mapbox,rasterio,tests/test_boundless_read.py,https://github.com/mapbox/rasterio
2213,mapbox,rio-toa,tests/test_brightness_temp.py,https://github.com/mapbox/rio-toa
356,mapbox,rasterio,tests/test_merge.py,https://github.com/mapbox/rasterio
2110,mapbox,rio-rgbify,test/test_mbtiler.py,https://github.com/mapbox/rio-rgbify
642,mapbox,rasterio,tests/test_windows_mixins.py,https://github.com/mapbox/rasterio
452,mapbox,mercantile,tests/test_funcs.py,https://github.com/mapbox/mercantile
2250,mapbox,rasterio,tests/test_windows.py,https://github.com/mapbox/rasterio
78,marksparkza,jschon,tests/test_jsonpointer.py,https://github.com/marksparkza/jschon
206,marksparkza,jschon,tests/test_schema.py,https://github.com/marksparkza/jschon
496,marksparkza,jschon,tests/strategies.py,https://github.com/marksparkza/jschon
871,marksparkza,jschon,tests/test_validators.py,https://github.com/marksparkza/jschon
1249,marksparkza,jschon,tests/test_formats.py,https://github.com/marksparkza/jschon
2145,marksparkza,jschon,tests/test_json.py,https://github.com/marksparkza/jschon
325,marksparkza,jschon,tests/test_uri.py,https://github.com/marksparkza/jschon
1502,matthias-k,pysaliency,tests/test_numba_utils.py,https://github.com/matthias-k/pysaliency
220,maxbachmann,RapidFuzz,tests/test_hypothesis.py,https://github.com/maxbachmann/RapidFuzz
1378,maximgeller,notion2googlecal,venv/Lib/site-packages/commonmark/tests/unit_tests.py,https://github.com/maximgeller/notion2googlecal
727,mchlnix,SMB3-Foundry,smb3parse/tests/unit_tests/test_object_set.py,https://github.com/mchlnix/SMB3-Foundry
977,mchlnix,SMB3-Foundry,smb3parse/tests/unit_tests/test_level_object.py,https://github.com/mchlnix/SMB3-Foundry
74,mchlnix,SMB3-Foundry,smb3parse/tests/unit_tests/test_level_header.py,https://github.com/mchlnix/SMB3-Foundry
441,mesalock-linux,mesapy,rpython/annotator/test/test_model.py,https://github.com/mesalock-linux/mesapy
1587,mesalock-linux,mesapy,rpython/rlib/test/test_rawrefcount_boehm.py,https://github.com/mesalock-linux/mesapy
587,mesalock-linux,mesapy,rpython/rtyper/test/test_rordereddict.py,https://github.com/mesalock-linux/mesapy
1731,mesalock-linux,mesapy,pypy/objspace/std/test/test_random_attr.py,https://github.com/mesalock-linux/mesapy
1951,mesalock-linux,mesapy,rpython/jit/metainterp/test/test_zvector.py,https://github.com/mesalock-linux/mesapy
47,mesalock-linux,mesapy,rpython/rtyper/test/test_rdict.py,https://github.com/mesalock-linux/mesapy
201,mesalock-linux,mesapy,rpython/rlib/test/test_rposix.py,https://github.com/mesalock-linux/mesapy
2096,mesalock-linux,mesapy,rpython/memory/gctransform/test/test_shadowcolor.py,https://github.com/mesalock-linux/mesapy
1103,mesalock-linux,mesapy,rpython/jit/metainterp/optimizeopt/test/test_intbound.py,https://github.com/mesalock-linux/mesapy
693,mesalock-linux,mesapy,extra_tests/test_json.py,https://github.com/mesalock-linux/mesapy
107,mesalock-linux,mesapy,rpython/rlib/test/test_rarithmetic.py,https://github.com/mesalock-linux/mesapy
1776,mesalock-linux,mesapy,rpython/rlib/test/test_rbigint.py,https://github.com/mesalock-linux/mesapy
193,mesalock-linux,mesapy,rpython/jit/metainterp/optimizeopt/test/test_intdiv.py,https://github.com/mesalock-linux/mesapy
1848,mesalock-linux,mesapy,rpython/jit/metainterp/test/strategies.py,https://github.com/mesalock-linux/mesapy
965,mesalock-linux,mesapy,pypy/objspace/std/test/test_unicodeobject.py,https://github.com/mesalock-linux/mesapy
683,mesalock-linux,mesapy,pypy/module/_io/test/test_interp_textio.py,https://github.com/mesalock-linux/mesapy
1466,mesalock-linux,mesapy,rpython/jit/metainterp/test/test_resume.py,https://github.com/mesalock-linux/mesapy
820,mesalock-linux,mesapy,pypy/module/unicodedata/test/test_hyp.py,https://github.com/mesalock-linux/mesapy
1922,mesalock-linux,mesapy,rpython/jit/metainterp/test/test_opencoder.py,https://github.com/mesalock-linux/mesapy
1496,mesalock-linux,mesapy,pypy/objspace/std/test/test_bytesobject.py,https://github.com/mesalock-linux/mesapy
638,mesalock-linux,mesapy,extra_tests/test_textio.py,https://github.com/mesalock-linux/mesapy
1743,mesalock-linux,mesapy,rpython/rlib/test/test_runicode.py,https://github.com/mesalock-linux/mesapy
1634,mesalock-linux,mesapy,extra_tests/test_bytes.py,https://github.com/mesalock-linux/mesapy
1478,mesalock-linux,mesapy,rpython/jit/metainterp/test/test_resumecode.py,https://github.com/mesalock-linux/mesapy
903,mesalock-linux,mesapy,rpython/tool/algo/test/test_bitstring.py,https://github.com/mesalock-linux/mesapy
135,mesalock-linux,mesapy,rpython/jit/metainterp/test/test_bridgeopt.py,https://github.com/mesalock-linux/mesapy
246,mesalock-linux,mesapy,pypy/module/__builtin__/test/test_functional.py,https://github.com/mesalock-linux/mesapy
1437,mesalock-linux,mesapy,extra_tests/test_unicode.py,https://github.com/mesalock-linux/mesapy
1763,meshy,framewirc,tests/test_message.py,https://github.com/meshy/framewirc
2275,mess42,pyrate,tests/test_localcoordinates.py,https://github.com/mess42/pyrate
272,mess42,pyrate,tests/test_material.py,https://github.com/mess42/pyrate
2099,mess42,pyrate,tests/test_surf_shape.py,https://github.com/mess42/pyrate
68,metasoarous,tripl,tests/test_tripl.py,https://github.com/metasoarous/tripl
419,mgeisler,pygob,tests/test_properties.py,https://github.com/mgeisler/pygob
1993,microsoft,electionguard-python,src/electionguardtest/election_factory.py,https://github.com/microsoft/electionguard-python
1797,microsoft,electionguard-python,tests/property/test_tally.py,https://github.com/microsoft/electionguard-python
791,microsoft,electionguard-python,src/electionguardtest/election.py,https://github.com/microsoft/electionguard-python
451,microsoft,electionguard-python,tests/property/test_decrypt_with_secrets.py,https://github.com/microsoft/electionguard-python
1787,microsoft,electionguard-python,src/electionguardtest/ballot_factory.py,https://github.com/microsoft/electionguard-python
1511,microsoft,electionguard-python,tests/property/test_ballot.py,https://github.com/microsoft/electionguard-python
2163,microsoft,electionguard-python,src/electionguardtest/elgamal.py,https://github.com/microsoft/electionguard-python
380,microsoft,electionguard-python,tests/property/test_group.py,https://github.com/microsoft/electionguard-python
948,microsoft,electionguard-python,tests/property/test_chaum_pedersen.py,https://github.com/microsoft/electionguard-python
1436,microsoft,electionguard-python,tests/property/test_decryption_mediator.py,https://github.com/microsoft/electionguard-python
2271,microsoft,electionguard-python,tests/property/test_elgamal.py,https://github.com/microsoft/electionguard-python
1470,microsoft,electionguard-python,tests/property/test_encrypt.py,https://github.com/microsoft/electionguard-python
1844,microsoft,electionguard-python,tests/property/test_hash.py,https://github.com/microsoft/electionguard-python
711,microsoft,electionguard-python,tests/property/test_nonces.py,https://github.com/microsoft/electionguard-python
492,microsoft,electionguard-python,tests/property/test_dlog.py,https://github.com/microsoft/electionguard-python
1441,microsoft,electionguard-python,tests/property/test_schnorr.py,https://github.com/microsoft/electionguard-python
1024,microsoft,agogosml,agogosml_cli/cli/templates/apps/simple/{{cookiecutter.PROJECT_NAME_SLUG}}/testapp.py,https://github.com/microsoft/agogosml
837,microsoft,electionguard-python,src/electionguardtest/group.py,https://github.com/microsoft/electionguard-python
368,microsoft,electionguard-python,tests/property/test_encrypt_hypotheses.py,https://github.com/microsoft/electionguard-python
2248,miiohio,succinct,tests/test_permutation.py,https://github.com/miiohio/succinct
707,miiohio,succinct,tests/test_compressed_runs_bit_array.py,https://github.com/miiohio/succinct
1051,miiohio,succinct,tests/test_poppy.py,https://github.com/miiohio/succinct
710,miiohio,succinct,tests/test_string_index.py,https://github.com/miiohio/succinct
1912,miiohio,succinct,tests/test_rle_bit_array.py,https://github.com/miiohio/succinct
1380,miiohio,succinct,tests/test_elias_fano.py,https://github.com/miiohio/succinct
1764,miiohio,succinct,tests/test_bits.py,https://github.com/miiohio/succinct
1483,miiohio,succinct,tests/test_elias_fano_bit_array.py,https://github.com/miiohio/succinct
1474,minitorch,Module-0,tests/test_operators.py,https://github.com/minitorch/Module-0
1396,minitorch,Module-0,tests/strategies.py,https://github.com/minitorch/Module-0
556,mintel,pytest-localstack,tests/unit/test_session.py,https://github.com/mintel/pytest-localstack
1181,mintel,pytest-localstack,tests/unit/test_utils.py,https://github.com/mintel/pytest-localstack
2233,mitmproxy,mitmproxy,test/mitmproxy/contentviews/test_msgpack.py,https://github.com/mitmproxy/mitmproxy
2270,mitmproxy,mitmproxy,test/mitmproxy/test_command_lexer.py,https://github.com/mitmproxy/mitmproxy
1337,mitmproxy,mitmproxy,test/mitmproxy/proxy/layers/test_tls_fuzz.py,https://github.com/mitmproxy/mitmproxy
1457,mitmproxy,mitmproxy,test/mitmproxy/contentviews/test_graphql.py,https://github.com/mitmproxy/mitmproxy
28,mitmproxy,mitmproxy,test/mitmproxy/proxy/layers/test_socks5_fuzz.py,https://github.com/mitmproxy/mitmproxy
51,mitmproxy,mitmproxy,test/mitmproxy/proxy/conftest.py,https://github.com/mitmproxy/mitmproxy
1814,mitmproxy,pdoc,test/test_docstrings.py,https://github.com/mitmproxy/pdoc
675,mitmproxy,mitmproxy,test/mitmproxy/proxy/layers/http/test_http_fuzz.py,https://github.com/mitmproxy/mitmproxy
2228,mitmproxy,mitmproxy,test/mitmproxy/contentviews/test_json.py,https://github.com/mitmproxy/mitmproxy
2141,mjwestcott,fennel,tests/unit/test_utils.py,https://github.com/mjwestcott/fennel
1872,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/densenet/likelihood_to_evidence.py,https://github.com/montefiore-ai/hypothesis
2,montefiore-ai,hypothesis,hypothesis/visualization/util.py,https://github.com/montefiore-ai/hypothesis
2035,montefiore-ai,hypothesis,hypothesis/util/__init__.py,https://github.com/montefiore-ai/hypothesis
2074,montefiore-ai,hypothesis,hypothesis/inference/transition_distribution.py,https://github.com/montefiore-ai/hypothesis
964,montefiore-ai,hypothesis,hypothesis/nn/densenet/network.py,https://github.com/montefiore-ai/hypothesis
2130,montefiore-ai,hypothesis,hypothesis/nn/resnet/network.py,https://github.com/montefiore-ai/hypothesis
149,montefiore-ai,hypothesis,hypothesis/util/data/simulator_dataset.py,https://github.com/montefiore-ai/hypothesis
819,montefiore-ai,hypothesis,hypothesis/diagnostic/density.py,https://github.com/montefiore-ai/hypothesis
1861,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/likelihood_to_evidence.py,https://github.com/montefiore-ai/hypothesis
2132,montefiore-ai,hypothesis,hypothesis/nn/multi_layered_perceptron.py,https://github.com/montefiore-ai/hypothesis
807,montefiore-ai,hypothesis,hypothesis/nn/neuromodulation/tanh.py,https://github.com/montefiore-ai/hypothesis
1207,montefiore-ai,hypothesis,hypothesis/util/data/numpy/dataset.py,https://github.com/montefiore-ai/hypothesis
1503,montefiore-ai,hypothesis,hypothesis/nn/util.py,https://github.com/montefiore-ai/hypothesis
519,montefiore-ai,hypothesis,hypothesis/benchmark/weinberg/simulator.py,https://github.com/montefiore-ai/hypothesis
2098,montefiore-ai,hypothesis,code_cell:9,https://github.com/montefiore-ai/hypothesis
2139,montefiore-ai,hypothesis,hypothesis/benchmark/sir/simulator.py,https://github.com/montefiore-ai/hypothesis
1520,montefiore-ai,hypothesis,hypothesis/benchmark/catapult/util.py,https://github.com/montefiore-ai/hypothesis
2242,montefiore-ai,hypothesis,hypothesis/benchmark/biomoleculardocking/simulator.py,https://github.com/montefiore-ai/hypothesis
255,montefiore-ai,hypothesis,hypothesis/benchmark/weinberg/util.py,https://github.com/montefiore-ai/hypothesis
604,montefiore-ai,hypothesis,code_cell:6,https://github.com/montefiore-ai/hypothesis
147,montefiore-ai,hypothesis,hypothesis/inference/avo.py,https://github.com/montefiore-ai/hypothesis
2093,montefiore-ai,hypothesis,code_cell:26,https://github.com/montefiore-ai/hypothesis
1122,montefiore-ai,hypothesis,code_cell:21,https://github.com/montefiore-ai/hypothesis
588,montefiore-ai,hypothesis,hypothesis/benchmark/normal/environment.py,https://github.com/montefiore-ai/hypothesis
1401,montefiore-ai,hypothesis,hypothesis/engine/engine.py,https://github.com/montefiore-ai/hypothesis
1393,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/multi_layered_perceptron/base.py,https://github.com/montefiore-ai/hypothesis
119,montefiore-ai,hypothesis,hypothesis/metric/exponential_average.py,https://github.com/montefiore-ai/hypothesis
548,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/mutual_information.py,https://github.com/montefiore-ai/hypothesis
2262,montefiore-ai,hypothesis,hypothesis/nn/neuromodulation/base.py,https://github.com/montefiore-ai/hypothesis
1083,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/resnet/likelihood_to_evidence.py,https://github.com/montefiore-ai/hypothesis
2046,montefiore-ai,hypothesis,code_cell:12,https://github.com/montefiore-ai/hypothesis
2118,montefiore-ai,hypothesis,code_cell:20,https://github.com/montefiore-ai/hypothesis
1877,montefiore-ai,hypothesis,hypothesis/benchmark/seismic/simulator.py,https://github.com/montefiore-ai/hypothesis
2254,montefiore-ai,hypothesis,hypothesis/nn/amortized_ratio_estimation/util.py,https://github.com/montefiore-ai/hypothesis
811,montefiore-ai,hypothesis,hypothesis/benchmark/catapult/simulator.py,https://github.com/montefiore-ai/hypothesis
1842,montefiore-ai,hypothesis,hypothesis/nn/densenet/head.py,https://github.com/montefiore-ai/hypothesis
